"BroodRef","SocialMumID","SocialDadID","BroodName","NestboxRef","SocialDadCertain","SocialdadIsGenetic","SocialMumCertain","SocialMumIsGenetic","Notes","BreedingYear","HatchingDate","HatchingDayAfter0401","LayDate","NbHatched","Nb3","NbRinged","LastLiveRecordSocialDad","LastLiveRecordSocialDadSource","LastLiveRecordSocialMum","LastLiveRecordSocialMumSource","CohortDad","CohortMum","DadAge","MumAge","ParentsAge","MBroodNb","MPriorResidence","MnextNBsame","MnextLayDate","MnextFsame","MwillDivorce","MwillDivorceforEx","FBroodNb","FPriorResidence","FnextNBsame","FnextLayDate","FnextMsame","FwillDivorce","FwillDivorceforEx","PairID","PairIDYear","PairBroodNb","AvgMass","MinMass","MaxMass","CVMass","nMass","AvgTarsus","nTarsus","nDiff","AvgClassAge"
426,469,115,"C122",279,1,0,1,0,NA,2003,2003-07-31,120,2003-07-18,2,2,2,"18-Jul-06","EP","30-Aug-04","C",2001,2002,2,1,1.5,5,TRUE,FALSE,2004-04-22,FALSE,TRUE,FALSE,3,FALSE,NA,NA,NA,NA,NA,"115469","1154692003",1,25.5,25.25,25.75,0.013864838846795,2,17.8000001907349,2,0,12
427,206,663,"C123",158,1,0,1,0,"Dad:FROM GENETICS; TA14537",2003,2003-08-05,125,2003-07-22,3,3,3,"30-Aug-04","C","09-Feb-07","C",2002,2001,1,2,1.5,3,TRUE,FALSE,2004-03-29,TRUE,FALSE,NA,6,TRUE,FALSE,2004-03-29,TRUE,FALSE,NA,"663206","6632062003",3,15.5833333333333,8,21.25,0.438274363415248,3,15.9666668574015,3,0,12
428,4273,4153,"C124",159,1,0,1,0,NA,2003,2003-08-09,129,2003-07-26,5,4,4,"01-Jun-06","S","20-Nov-05","C",2000,2000,3,3,3,8,TRUE,FALSE,2004-04-14,TRUE,FALSE,NA,4,TRUE,FALSE,2004-04-14,TRUE,FALSE,NA,"41534273","415342732003",2,18.8125,10.25,22.5,0.305238302354399,4,17.8000004291534,4,0,12
429,45,166,"C125",176,1,0,1,0,NA,2003,2003-08-08,128,2003-07-25,5,5,5,"22-May-07","EP","11-Aug-06","SP",2001,2001,2,2,2,4,TRUE,FALSE,2004-04-17,TRUE,FALSE,NA,5,TRUE,FALSE,2004-04-17,TRUE,FALSE,NA,"16645","166452003",4,16.45,10,19,0.22346110973511,5,16.2799999237061,5,0,12
430,649,626,"C126",223,1,0,1,0,NA,2003,2003-08-09,129,2003-07-25,4,2,2,"30-Aug-04","C","17-Nov-05","C",2002,2002,1,1,1,3,TRUE,NA,NA,NA,NA,NA,3,TRUE,FALSE,2004-04-21,FALSE,NA,NA,"626649","6266492003",3,22.625,21,24.25,0.101573349783703,2,17.8000001907349,2,0,12
431,471,661,"C127",213,1,0,1,0,NA,2003,2003-08-09,129,2003-07-24,3,2,2,"01-Dec-07","C","18-Nov-05","C",2002,2002,1,1,1,1,FALSE,FALSE,2004-03-29,TRUE,FALSE,NA,3,FALSE,FALSE,2004-03-29,TRUE,FALSE,NA,"661471","6614712003",1,25,24.5,25.5,0.0282842712474619,2,18.75,2,0,12
432,438,11,"C128",151,1,0,1,0,NA,2003,2003-08-05,125,2003-07-21,3,1,1,"17-Nov-05","C","30-Aug-05","S",2001,2002,2,1,1.5,4,TRUE,FALSE,2004-03-29,TRUE,FALSE,NA,2,TRUE,FALSE,2004-03-29,TRUE,FALSE,NA,"11438","114382003",2,22,22,22,NA,1,16.3999996185303,1,0,12
433,32,4229,"C129",248,1,0,1,0,"Dad:FROM GENETICS",2003,2003-08-08,128,2003-07-24,3,3,3,"05-Jul-05","EP","29-Nov-04","C",2000,2001,3,2,2.5,5,FALSE,FALSE,2004-04-20,TRUE,FALSE,NA,4,FALSE,FALSE,2004-04-20,TRUE,FALSE,NA,"422932","4229322003",3,15.5833333333333,13.5,18.5,0.166978556106909,3,17.3666667938232,3,0,12
434,353,4247,"C130",234,1,0,1,0,NA,2003,2003-08-05,125,2003-07-22,3,2,2,"24-Nov-04","C","08-May-07","SP",2000,2002,3,1,2,5,TRUE,FALSE,2004-04-27,FALSE,TRUE,FALSE,3,FALSE,FALSE,2004-04-21,FALSE,NA,NA,"4247353","42473532003",1,18.5,18,19,0.0382219881722458,2,16.6999998092651,2,0,12
435,419,4503,"C131",243,1,0,1,0,"Dad:FROM GENETICS",2003,2003-08-09,129,2003-07-27,4,3,3,"30-Jan-05","C","14-Nov-05","C",2000,2002,3,1,2,5,FALSE,FALSE,2004-04-18,TRUE,FALSE,NA,3,FALSE,FALSE,2004-04-18,TRUE,FALSE,NA,"4503419","45034192003",1,18.4166666666667,16.5,22,0.168639322656871,3,18.9000002543132,3,0,12
436,646,4413,"C132",237,1,0,1,0,"Dad:FROM GENETICS
Mum:FROM GENETICS",2003,2003-08-09,129,2003-07-24,5,0,0,"22-May-05","EP","16-Nov-05","C",1999,2002,4,1,2.5,4,TRUE,FALSE,2000-06-05,FALSE,TRUE,FALSE,4,TRUE,FALSE,2004-04-18,FALSE,NA,NA,"4413646","44136462003",4,NA,NA,NA,NA,NA,NA,NA,NA,NA
437,4290,4275,"C133",211,1,0,1,0,NA,2003,2003-08-13,133,2003-07-31,4,2,2,"17-Nov-05","C","15-Nov-05","C",2000,2000,3,3,3,9,FALSE,FALSE,2004-03-29,TRUE,FALSE,NA,8,FALSE,FALSE,2004-03-29,TRUE,FALSE,NA,"42754290","427542902003",6,NA,NA,NA,NA,NA,NA,NA,NA,NA
438,4217,4435,"C134",161,1,0,1,0,NA,2003,2003-08-14,134,2003-07-31,3,2,2,"17-Aug-06","C","30-Aug-04","C",1997,2000,6,3,4.5,8,TRUE,FALSE,2004-04-22,FALSE,TRUE,FALSE,5,TRUE,NA,NA,NA,NA,NA,"44354217","443542172003",3,NA,NA,NA,NA,NA,NA,NA,NA,NA
439,4497,4265,"D001",143,1,0,1,0,"Ring and Fledge
Dad:FROM GENETICS
Mum:FROM GENETICS",2004,2004-04-12,10,2004-03-29,2,2,2,"30-Aug-05","SP","30-Aug-04","C",2000,1999,4,5,4.5,9,FALSE,TRUE,2004-04-29,TRUE,FALSE,NA,10,FALSE,TRUE,2004-04-29,TRUE,FALSE,NA,"42654497","426544972004",5,NA,NA,NA,NA,NA,NA,NA,NA,NA
440,206,663,"D002",146,1,0,1,0,"Dad:FROM GENETICS
Mum:FROM GENETICS",2004,2004-04-12,10,2004-03-29,1,1,1,"30-Aug-04","C","09-Feb-07","C",2002,2001,2,3,2.5,4,FALSE,TRUE,2004-04-30,TRUE,FALSE,NA,7,FALSE,TRUE,2004-04-30,TRUE,FALSE,NA,"663206","6632062004",4,NA,NA,NA,NA,NA,NA,NA,NA,NA
441,4424,590,"D003",37,1,0,1,0,NA,2004,2004-04-12,10,2004-03-29,2,2,2,"14-Jul-05","EP","13-May-06","C",2002,2001,2,3,2.5,3,FALSE,TRUE,2004-05-05,TRUE,FALSE,NA,3,FALSE,TRUE,2004-05-05,TRUE,FALSE,NA,"5904424","59044242004",2,NA,NA,NA,NA,NA,NA,NA,NA,NA
442,4290,4275,"D004",40,1,0,1,0,"Dad:FROM GENETICS",2004,2004-04-12,10,2004-03-29,2,2,2,"17-Nov-05","C","15-Nov-05","C",2000,2000,4,4,4,10,FALSE,FALSE,2004-05-06,TRUE,FALSE,NA,9,FALSE,FALSE,2004-05-06,TRUE,FALSE,NA,"42754290","427542902004",7,NA,NA,NA,NA,NA,NA,NA,NA,NA
443,471,661,"D005",41,1,0,1,0,"Dad:FROM GENETICS",2004,2004-04-12,10,2004-03-29,1,1,1,"01-Dec-07","C","18-Nov-05","C",2002,2002,2,2,2,2,FALSE,TRUE,2004-05-07,TRUE,FALSE,NA,4,FALSE,TRUE,2004-05-07,TRUE,FALSE,NA,"661471","6614712004",2,NA,NA,NA,NA,NA,NA,NA,NA,NA
444,560,1103,"D006",46,1,0,1,0,"removed
Dad:FROM GENETICS
Mum:FROM GENETICS",2004,NA,NA,2004-03-29,0,0,0,"30-Jan-05","C","16-Nov-05","C",2002,2003,2,1,1.5,1,FALSE,NA,NA,NA,NA,NA,1,FALSE,FALSE,2005-04-25,FALSE,NA,NA,"1103560","11035602004",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
445,438,11,"D007",31,1,0,1,0,"Dad:FROM GENETICS
Mum:FROM GENETICS",2004,2004-04-12,10,2004-03-29,1,1,1,"17-Nov-05","C","30-Aug-05","S",2001,2002,3,2,2.5,5,FALSE,TRUE,2004-05-06,TRUE,FALSE,NA,3,FALSE,TRUE,2004-05-06,TRUE,FALSE,NA,"11438","114382004",3,NA,NA,NA,NA,NA,NA,NA,NA,NA
446,371,4230,"D008",45,1,0,1,0,"Egg plus2
Dad:FROM GENETICS",2004,2004-04-25,23,2004-04-12,1,0,0,"02-Jul-06","SP","30-Aug-04","C",2000,2002,4,2,3,9,FALSE,FALSE,2004-04-27,TRUE,FALSE,NA,4,FALSE,FALSE,2004-04-27,TRUE,FALSE,NA,"4230371","42303712004",3,NA,NA,NA,NA,NA,NA,NA,NA,NA
447,309,4326,"D010",127,0,0,1,0,"Egg plus2
Dad:???; VX04391;VX04447
Mum:FROM GENETICS",2004,2004-04-25,23,2004-04-12,2,0,0,"29-May-04","EP","20-Aug-05","SP",2000,2002,4,2,3,6,FALSE,TRUE,2004-04-30,TRUE,FALSE,NA,4,FALSE,TRUE,2004-04-30,TRUE,FALSE,NA,"4326309","43263092004",4,NA,NA,NA,NA,NA,NA,NA,NA,NA
448,592,418,"D011",131,1,0,1,0,"Egg plus3
Dad:FROM GENETICS
Mum:FROM GENETICS",2004,2004-04-25,23,2004-04-12,1,0,0,"06-Feb-07","C","23-Jul-07","SP",2002,2002,2,2,2,1,FALSE,TRUE,2004-05-06,TRUE,FALSE,NA,1,FALSE,TRUE,2004-05-06,TRUE,FALSE,NA,"418592","4185922004",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
451,551,251,"D014",124,1,0,1,0,"Dad:FROM GENETICS
Mum:FROM GENETICS",2004,2004-04-27,25,2004-04-14,5,0,0,"16-Nov-05","C","17-Jun-04","SP",2001,2003,3,1,2,1,FALSE,TRUE,2004-05-23,TRUE,FALSE,NA,1,FALSE,TRUE,2004-05-23,TRUE,FALSE,NA,"251551","2515512004",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
452,4273,4153,"D015",148,1,0,1,0,NA,2004,2004-04-27,25,2004-04-14,5,0,0,"01-Jun-06","S","20-Nov-05","C",2000,2000,4,4,4,9,FALSE,TRUE,2004-05-11,TRUE,FALSE,NA,5,FALSE,TRUE,2004-05-11,TRUE,FALSE,NA,"41534273","415342732004",3,NA,NA,NA,NA,NA,NA,NA,NA,NA
453,1083,1095,"D016",19,1,0,1,0,"DESERTED",2004,NA,NA,2004-04-14,0,0,0,"06-Feb-07","C","30-Jan-05","C",2003,2003,1,1,1,1,FALSE,TRUE,2004-05-27,FALSE,TRUE,FALSE,1,FALSE,FALSE,2004-07-16,TRUE,FALSE,NA,"10951083","109510832004",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
454,521,1038,"D017",33,1,0,1,0,NA,2004,2004-04-29,27,2004-04-16,2,0,0,"18-Nov-05","C","05-Jun-05","SP",2003,2003,1,1,1,1,FALSE,TRUE,2004-05-16,TRUE,FALSE,NA,1,FALSE,TRUE,2004-05-16,TRUE,FALSE,NA,"1038521","10385212004",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
455,45,166,"D018",17,1,0,1,0,NA,2004,2004-04-30,28,2004-04-17,5,0,0,"22-May-07","EP","11-Aug-06","SP",2001,2001,3,3,3,5,FALSE,TRUE,2004-05-14,TRUE,FALSE,NA,6,FALSE,TRUE,2004-05-14,TRUE,FALSE,NA,"16645","166452004",5,NA,NA,NA,NA,NA,NA,NA,NA,NA
456,1048,902,"D019",71,1,0,1,0,NA,2004,2004-04-30,28,2004-04-17,4,0,0,"15-Nov-05","C","15-Nov-05","C",2003,2003,1,1,1,1,FALSE,TRUE,2004-05-18,TRUE,FALSE,NA,1,FALSE,TRUE,2004-05-18,TRUE,FALSE,NA,"9021048","90210482004",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
457,419,4503,"D020",99,1,0,1,0,NA,2004,2004-05-01,29,2004-04-18,3,1,0,"30-Jan-05","C","14-Nov-05","C",2000,2002,4,2,3,6,FALSE,TRUE,2004-05-27,TRUE,FALSE,NA,4,FALSE,TRUE,2004-05-27,TRUE,FALSE,NA,"4503419","45034192004",2,25.3999996185303,25.3999996185303,25.3999996185303,NA,1,18.6000003814697,1,0,13
458,555,370,"D021",139,1,0,1,0,"DESERTED
Dad:FROM GENETICS; VX04279",2004,NA,NA,2004-04-18,0,0,0,"30-Aug-04","C","18-Apr-04","SP",2002,2003,2,1,1.5,2,FALSE,FALSE,2004-07-09,FALSE,FALSE,NA,1,FALSE,NA,NA,NA,NA,NA,"370555","3705552004",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
459,4376,383,"D022",114,1,0,1,0,"Dad:FROM GENETICS",2004,2004-05-01,29,2004-04-18,5,0,0,"30-Aug-04","C","30-Jan-05","C",2002,2000,2,4,3,3,FALSE,FALSE,2004-04-24,FALSE,TRUE,FALSE,7,FALSE,TRUE,2004-05-11,TRUE,FALSE,NA,"3834376","38343762004",3,NA,NA,NA,NA,NA,NA,NA,NA,NA
460,646,500,"D023",96,1,0,1,0,"Dad:FROM GENETICS
Mum:FROM GENETICS",2004,2004-05-01,29,2004-04-18,5,0,1,"23-Jul-06","EP","16-Nov-05","C",2003,2002,1,2,1.5,1,FALSE,FALSE,2004-05-16,TRUE,FALSE,NA,5,FALSE,FALSE,2004-05-16,TRUE,FALSE,NA,"500646","5006462004",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
461,556,23,"D024",142,1,0,1,0,NA,2004,2004-05-02,30,2004-04-19,4,0,0,"14-May-07","EP","30-Aug-05","S",2001,2003,3,1,2,1,FALSE,TRUE,2004-05-25,TRUE,FALSE,NA,1,FALSE,TRUE,2004-05-25,TRUE,FALSE,NA,"23556","235562004",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
462,605,4423,"D025",13,1,0,1,0,NA,2004,2004-05-02,30,2004-04-19,5,2,2,"08-Jul-05","SP","30-Aug-05","S",2001,2002,3,2,2.5,1,FALSE,FALSE,2004-04-22,FALSE,TRUE,FALSE,3,FALSE,TRUE,2004-05-27,TRUE,FALSE,NA,"4423605","44236052004",1,17.8000001907349,17,18.6000003814697,0.0635603677916773,2,15,2,0,12
463,562,393,"D026",136,1,0,1,0,NA,2004,2004-05-03,31,2004-04-20,2,0,0,"20-Nov-05","C","30-Aug-04","C",2002,2003,2,1,1.5,1,FALSE,FALSE,2004-05-16,TRUE,FALSE,NA,1,FALSE,FALSE,2004-05-16,TRUE,FALSE,NA,"393562","3935622004",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
464,32,4229,"D027",86,1,0,1,0,NA,2004,2004-05-03,31,2004-04-20,5,3,3,"05-Jul-05","EP","29-Nov-04","C",2000,2001,4,3,3.5,6,FALSE,TRUE,2004-05-28,TRUE,FALSE,NA,5,FALSE,TRUE,2004-05-28,TRUE,FALSE,NA,"422932","4229322004",4,24.6666666666667,23.7999992370605,25.2000007629395,0.0306965404377381,3,18.4666665395101,3,0,12
465,442,457,"D028",32,1,0,1,0,NA,2004,2004-05-04,32,2004-04-21,4,0,0,"29-Jun-06","SP","16-Nov-05","C",2002,2002,2,2,2,2,FALSE,TRUE,2004-05-13,TRUE,FALSE,NA,4,FALSE,TRUE,2004-05-13,TRUE,FALSE,NA,"457442","4574422004",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
466,649,460,"D029",47,1,0,1,0,"Dad:FROM GENETICS
Mum:FROM GENETICS",2004,2004-05-04,32,2004-04-21,3,0,0,"19-Nov-05","C","17-Nov-05","C",2002,2002,2,2,2,2,FALSE,FALSE,2004-05-11,TRUE,FALSE,NA,4,FALSE,FALSE,2004-05-11,TRUE,FALSE,NA,"460649","4606492004",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
467,353,725,"D030",94,1,0,1,0,"Dad:FROM GENETICS",2004,2004-05-04,32,2004-04-21,5,0,0,"26-Oct-06","C","08-May-07","SP",2002,2002,2,2,2,2,FALSE,TRUE,2004-05-15,TRUE,FALSE,NA,4,FALSE,TRUE,2004-05-15,TRUE,FALSE,NA,"725353","7253532004",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
468,284,456,"D031",57,1,0,1,0,NA,2004,2004-05-05,33,2004-04-21,2,0,0,"30-Jan-05","C","30-Aug-04","C",2002,2002,2,2,2,2,FALSE,FALSE,2004-05-13,TRUE,FALSE,NA,4,FALSE,FALSE,2004-05-13,TRUE,FALSE,NA,"456284","4562842004",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
469,41,517,"D032",38,1,0,1,0,"Dad:FROM GENETICS",2004,2004-05-05,33,2004-04-22,4,0,0,"30-Jan-05","C","30-Jan-05","C",2003,2001,1,3,2,1,FALSE,TRUE,2004-05-14,TRUE,FALSE,NA,4,FALSE,TRUE,2004-05-14,TRUE,FALSE,NA,"51741","517412004",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
470,586,285,"D033",59,1,0,1,0,NA,2004,2004-05-05,33,2004-04-22,4,0,0,"05-Jun-06","SP","01-Dec-07","C",2002,2002,2,2,2,2,FALSE,TRUE,2004-05-16,TRUE,FALSE,NA,3,FALSE,TRUE,2004-05-16,TRUE,FALSE,NA,"285586","2855862004",2,NA,NA,NA,NA,NA,NA,NA,NA,NA
471,928,513,"D034",85,1,0,1,0,NA,2004,2004-05-05,33,2004-04-22,4,0,0,"30-Jan-05","C","30-Aug-04","C",2003,2003,1,1,1,1,FALSE,FALSE,2004-05-18,TRUE,FALSE,NA,1,FALSE,FALSE,2004-05-18,TRUE,FALSE,NA,"513928","5139282004",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
472,1100,831,"D035",87,1,0,1,0,"Dad:FROM GENETICS",2004,2004-05-05,33,2004-04-22,4,2,2,"30-Jan-05","C","11-Aug-07","SP",2003,2002,1,2,1.5,1,FALSE,TRUE,2004-06-06,TRUE,FALSE,NA,1,FALSE,TRUE,2004-06-06,TRUE,FALSE,NA,"8311100","83111002004",1,21.1000003814697,19.5,22.7000007629395,0.107239013088838,2,17.3999996185303,2,0,12
473,985,409,"D036",72,1,0,1,0,"Dad:FROM GENETICS",2004,2004-05-05,33,2004-04-22,4,0,0,"30-Aug-05","S","07-Aug-05","SP",2002,2003,2,1,1.5,1,FALSE,FALSE,2004-05-17,TRUE,FALSE,NA,1,FALSE,FALSE,2004-05-17,TRUE,FALSE,NA,"409985","4099852004",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
474,892,4435,"D037",123,1,0,1,0,NA,2004,2004-05-05,33,2004-04-22,4,0,0,"17-Aug-06","C","17-Aug-06","C",1997,2003,7,1,4,9,FALSE,TRUE,2004-05-17,TRUE,FALSE,NA,1,FALSE,TRUE,2004-05-17,TRUE,FALSE,NA,"4435892","44358922004",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
475,571,4423,"D038",12,1,0,1,0,"According to books, D038 was crossfostered with D039, before it said, D040, we fixed this now. Events and visits needed change too.",2004,2004-05-06,34,2004-04-22,3,2,2,"08-Jul-05","SP","20-Jul-06","S",2001,2003,3,1,2,2,FALSE,FALSE,2004-05-27,FALSE,TRUE,TRUE,1,FALSE,TRUE,2004-06-06,TRUE,FALSE,NA,"4423571","44235712004",1,16.8500003814697,15.6000003814697,18.1000003814697,0.104912084136523,2,14.9000000953674,2,0,12
476,431,356,"D039",62,1,0,1,0,"According to books, D039 was crossfostered with D040, before it said, D038, we fixed this now. Events and visits needed change too.",2004,2004-05-06,34,2004-04-23,3,0,0,"30-May-06","C","16-Nov-05","C",2002,2002,2,2,2,3,FALSE,TRUE,2004-05-18,TRUE,FALSE,NA,3,FALSE,TRUE,2004-05-18,TRUE,FALSE,NA,"356431","3564312004",2,NA,NA,NA,NA,NA,NA,NA,NA,NA
477,988,145,"D040",69,1,0,1,0,"According to books, D040 was crossfostered with D038, before it said, D039, we fixed this now. Events and visits needed change too.",2004,2004-05-06,34,2004-04-22,3,1,1,"15-Nov-05","C","14-Jul-06","SP",2001,2003,3,1,2,4,FALSE,TRUE,2004-05-31,TRUE,FALSE,NA,1,FALSE,TRUE,2004-05-31,TRUE,FALSE,NA,"145988","1459882004",1,16,16,16,NA,1,16.1000003814697,1,0,13
478,338,4383,"D041",14,1,0,1,0,"removed??
Dad:FROM GENETICS
Mum:FROM GENETICS",2004,NA,NA,2004-04-22,0,0,0,"30-Jan-05","C","07-May-07","SP",2002,2002,2,2,2,1,FALSE,TRUE,2004-05-15,TRUE,FALSE,NA,1,FALSE,TRUE,2004-05-15,TRUE,FALSE,NA,"4383338","43833382004",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
479,903,354,"D042",23,1,0,1,0,"Dad:FROM GENETICS
Mum:FROM GENETICS",2004,2004-05-07,35,2004-04-21,3,0,0,"20-Nov-05","C","17-Nov-05","C",2002,2003,2,1,1.5,3,FALSE,FALSE,2004-05-18,TRUE,FALSE,NA,1,FALSE,FALSE,2004-05-18,TRUE,FALSE,NA,"354903","3549032004",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
480,819,602,"D043",70,1,0,1,0,NA,2004,2004-05-07,35,2004-04-22,4,0,0,"17-Nov-05","C","15-Nov-05","C",2002,2003,2,1,1.5,2,FALSE,TRUE,2004-05-18,TRUE,FALSE,NA,1,FALSE,TRUE,2004-05-18,TRUE,FALSE,NA,"602819","6028192004",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
481,540,383,"D044",134,1,0,1,0,NA,2004,2004-05-07,35,2004-04-24,3,0,0,"30-Aug-04","C","12-Aug-05","S",2002,2003,2,1,1.5,4,FALSE,FALSE,2004-05-11,FALSE,TRUE,TRUE,1,FALSE,FALSE,2004-05-26,TRUE,FALSE,NA,"383540","3835402004",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
482,1069,115,"D045",79,1,0,1,0,NA,2004,2004-05-07,35,2004-04-22,5,0,0,"18-Jul-06","EP","17-Nov-05","C",2001,2003,3,1,2,6,FALSE,TRUE,2004-05-17,TRUE,FALSE,NA,1,FALSE,TRUE,2004-05-17,TRUE,FALSE,NA,"1151069","11510692004",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
483,427,22,"D046",56,1,0,1,0,NA,2004,2004-05-08,36,2004-04-22,5,0,0,"16-Nov-05","C","09-Jul-06","SP",2001,2002,3,2,2.5,4,FALSE,FALSE,2004-05-17,TRUE,FALSE,NA,4,FALSE,FALSE,2004-05-17,TRUE,FALSE,NA,"22427","224272004",4,NA,NA,NA,NA,NA,NA,NA,NA,NA
484,723,24,"D047",93,1,0,1,0,NA,2004,2004-05-08,36,2004-04-23,4,1,1,"30-Aug-04","C","17-Nov-05","C",2001,2001,3,3,3,5,FALSE,NA,NA,NA,NA,NA,3,FALSE,FALSE,2004-07-18,NA,NA,NA,"24723","247232004",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
485,704,504,"D048",80,1,0,1,0,"Dad:FROM GENETICS
Mum:FROM GENETICS",2004,2004-05-09,37,2004-04-24,4,0,0,"17-Nov-05","C","16-Nov-05","C",2003,2002,1,2,1.5,1,FALSE,FALSE,2004-05-20,TRUE,FALSE,NA,4,FALSE,FALSE,2004-05-20,TRUE,FALSE,NA,"504704","5047042004",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
486,929,46,"D049",82,1,0,1,0,"Dad:FROM GENETICS",2004,2004-05-09,37,2004-04-24,5,0,0,"01-Dec-07","C","23-Aug-07","SP",2001,2003,3,1,2,6,FALSE,TRUE,2004-05-25,TRUE,FALSE,NA,1,FALSE,TRUE,2004-05-25,TRUE,FALSE,NA,"46929","469292004",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
487,960,650,"D050",128,1,0,1,0,NA,2004,2004-05-10,38,2004-04-24,5,0,0,"13-Jun-07","EP","30-Aug-05","S",2002,2003,2,1,1.5,1,FALSE,TRUE,2004-05-18,TRUE,FALSE,NA,1,FALSE,TRUE,2004-05-18,TRUE,FALSE,NA,"650960","6509602004",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
488,371,4230,"D051",44,1,0,1,0,NA,2004,2004-05-10,38,2004-04-27,3,2,2,"02-Jul-06","SP","30-Aug-04","C",2000,2002,4,2,3,10,FALSE,FALSE,2004-06-02,TRUE,FALSE,NA,5,FALSE,FALSE,2004-06-02,TRUE,FALSE,NA,"4230371","42303712004",4,24.3500003814697,23.2000007629395,25.5,0.0667905507407611,2,18.5,2,0,12
489,416,4418,"D052",53,1,0,1,0,NA,2004,2004-05-11,39,2004-04-26,2,1,1,"17-Nov-05","C","15-Nov-05","C",1999,2002,5,2,3.5,8,FALSE,FALSE,2004-06-03,TRUE,FALSE,NA,4,FALSE,FALSE,2004-06-03,TRUE,FALSE,NA,"4418416","44184162004",3,24.5,24.5,24.5,NA,1,18.5,1,0,12
490,955,591,"D053",26,1,0,1,0,NA,2004,2004-05-11,39,2004-04-26,5,3,3,"17-Nov-05","C","30-Jan-05","C",2002,2003,2,1,1.5,1,FALSE,FALSE,2004-06-07,TRUE,FALSE,NA,1,FALSE,FALSE,2004-06-07,TRUE,FALSE,NA,"591955","5919552004",1,19.966667175293,16.6000003814697,23.6000003814697,0.175673271116843,3,17.2333329518636,3,0,12
491,1074,4422,"D054",126,1,0,1,0,NA,2004,2004-05-11,39,2004-04-26,4,2,2,"30-Jan-05","C","30-Aug-04","C",2001,2003,3,1,2,2,FALSE,FALSE,2004-05-24,FALSE,TRUE,FALSE,1,FALSE,TRUE,2004-06-05,TRUE,FALSE,NA,"44221074","442210742004",1,23.25,21.5,25,0.106446182114104,2,17.9499998092651,2,0,12
492,NA,44,"D055",90,1,0,0,0,NA,2004,2004-05-11,39,2004-04-27,3,0,0,"30-Aug-04","S",NA,NA,2001,NA,3,NA,NA,5,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"44NA","44NA2004",2,NA,NA,NA,NA,NA,NA,NA,NA,NA
493,256,132,"D056",15,1,0,1,0,NA,2004,2004-05-12,40,2004-04-28,4,1,3,"30-Jan-05","C","05-Aug-06","SP",2001,2002,3,2,2.5,3,FALSE,FALSE,2004-05-15,FALSE,TRUE,TRUE,3,FALSE,TRUE,2004-06-08,TRUE,FALSE,NA,"132256","1322562004",1,19.1666666666667,14.1000003814697,22.7999992370605,0.236016067685871,3,16.5666669209798,3,0,12
494,346,4264,"D057",89,1,0,1,0,NA,2004,2004-05-12,40,2004-04-27,4,3,3,"30-Aug-04","C","27-May-05","SP",2000,2002,4,2,3,7,FALSE,TRUE,2004-06-09,TRUE,FALSE,NA,4,FALSE,TRUE,2004-06-09,TRUE,FALSE,NA,"4264346","42643462004",4,24.3333326975505,22.7999992370605,25.3999996185303,0.0559468641929776,3,18.0333334604899,3,0,12
495,927,466,"D058",78,1,0,1,0,"Dad:FROM GENETICS
Mum:FROM GENETICS",2004,2004-05-12,40,2004-04-27,4,0,0,"10-Jul-06","SP","19-Jul-09","SP",2002,2003,2,1,1.5,1,FALSE,FALSE,2004-05-18,FALSE,TRUE,FALSE,1,FALSE,FALSE,2005-05-05,FALSE,NA,NA,"466927","4669272004",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
